Country and territory,Year,GDP per capita,Population (historical estimates)
TJK,1962,,2287185
TJK,1963,,2368877
TJK,1964,,2452677
TJK,1965,,2538305
TJK,1966,,2625661
TJK,1967,,2714957
TJK,1968,,2806576
TJK,1969,,2899856
TJK,1970,,2993019
TJK,1971,,3085969
TJK,1972,,3180467
TJK,1973,6527,3277492
TJK,1974,,3377764
TJK,1975,,3482127
TJK,1976,,3590608
TJK,1977,,3703014
TJK,1978,,3818120
TJK,1979,,3932689
TJK,1980,5746,4045966
TJK,1981,5622,4160746
TJK,1982,5498,4278909
TJK,1983,5547,4401499
TJK,1984,5469,4529500
TJK,1985,5364,4660608
TJK,1986,5319,4798283
TJK,1987,5040,4946298
TJK,1988,5515,5100020
TJK,1989,4962,5264333
TJK,1990,4803,5417862
TJK,1991,4270.37,5556315
TJK,1992,2832.7034,5656216
TJK,1993,2482.4136,5717815
TJK,1994,1928.3185,5803992
TJK,1995,1666.184,5916183
TJK,1996,1559.5212,6035605
TJK,1997,1552.6324,6117066
TJK,1998,1589.3315,6156815
TJK,1999,1621.3206,6189567
TJK,2000,1723.3563,6273001
TJK,2001,1845.4781,6408813
TJK,2002,1982.8837,6541758
TJK,2003,2135.9082,6672497
TJK,2004,2301.292,6801206
TJK,2005,2416.867,6929153
TJK,2006,2524.8447,7057425
TJK,2007,2647.2095,7188397
TJK,2008,2801.7761,7324633
TJK,2009,2853.8884,7468603
TJK,2010,2975.9268,7621785
TJK,2011,3111,7784820
TJK,2012,3285,7956383
TJK,2013,3471,8136612
TJK,2014,3633,8326354
TJK,2015,3789,8524066
TJK,2016,3991,8725326
TJK,2017,4204.9053,8925529
TJK,2018,4440.382,9128131
TJK,2019,,9337008
TJK,2020,,9543211
TJK,2021,,9750078
TZA,1950,676,7632405
TZA,1951,743,7834804
TZA,1952,740,8045282
TZA,1953,697,8263716
TZA,1954,735,8490326
TZA,1955,733,8725581
TZA,1956,724,8970011
TZA,1957,720,9224222
TZA,1958,708,9487677
TZA,1959,724,9760173
TZA,1960,732,10042467
TZA,1961,703,10337892
TZA,1962,746,10644625
TZA,1963,770,10960163
TZA,1964,787,11289560
TZA,1965,792,11630608
TZA,1966,867,11981936
TZA,1967,875,12346291
TZA,1968,894,12739969
TZA,1969,883,13167787
TZA,1970,905,13618190
TZA,1971,915,14092217
TZA,1972,945,14595704
TZA,1973,945,15123510
TZA,1974,937,15671323
TZA,1975,956,16243823
TZA,1976,996,16838920
TZA,1977,993,17454628
TZA,1978,993,18080016
TZA,1979,977,18698646
TZA,1980,958,19297660
TZA,1981,920,19890932
TZA,1982,905,20499924
TZA,1983,875,21170722
TZA,1984,870,21857182
TZA,1985,843,22569634
TZA,1986,845,23324272
TZA,1987,859,24099424
TZA,1988,867,24844152
TZA,1989,870,25522898
TZA,1990,875,26206024
TZA,1991,891.8943,26890906
TZA,1992,895.4806,27580728
TZA,1993,900.4133,28469018
TZA,1994,904.7575,29598330
TZA,1995,931.0028,30560072
TZA,1996,979.7304,31140730
TZA,1997,1017.1681,31785852
TZA,1998,1052.075,32626500
TZA,1999,1100.3531,33499776
TZA,2000,1148.6802,34463704
TZA,2001,1213.627,35414464
TZA,2002,1293.2051,36353528
TZA,2003,1369.9391,37333916
TZA,2004,1464.3854,38360884
TZA,2005,1554.1523,39439508
TZA,2006,1621.9965,40562056
TZA,2007,1754.4626,41716500
TZA,2008,1848.1746,42870888
TZA,2009,1946.8481,43957940
TZA,2010,2068.8638,45110532
TZA,2011,2227,46416032
TZA,2012,2275,47786136
TZA,2013,2372,49253648
TZA,2014,2467,50814552
TZA,2015,2566,52542824
TZA,2016,2660,54401804
TZA,2017,2762.8704,56267040
TZA,2018,2874.963,58090444
TZA,2019,,59872584
TZA,2020,,61704520
TZA,2021,,63588332
THA,1950,1302,20411638
THA,1951,1353,20914572
THA,1952,1385,21443944
THA,1953,1490,21994684
THA,1954,1431,22569798
THA,1955,1506,23173968
THA,1956,1482,23805334
THA,1957,1451,24462196
THA,1958,1457,25135268
THA,1959,1581,25840324
THA,1960,1718,26596590
THA,1961,1753,27399966
THA,1962,1831,28242170
THA,1963,1921,29114124
THA,1964,1991,30013572
THA,1965,2085,30940276
THA,1966,2251,31883754
THA,1967,2369,32839338
THA,1968,2488,33807356
THA,1969,2608,34787584
THA,1970,2700,35791728
THA,1971,2750,36807996
THA,1972,2786,37834384
THA,1973,2987,38873064
THA,1974,3045,39900960
THA,1975,3123,40908472
THA,1976,3333,41882128
THA,1977,3585,42843796
THA,1978,3861,43806716
THA,1979,3979,44760096
THA,1980,4071,45737756
THA,1981,4230,46727288
THA,1982,4375,47700340
THA,1983,4538,48670568
THA,1984,4720,49636732
THA,1985,4862,50594932
THA,1986,5053,51542096
THA,1987,5453,52479184
THA,1988,6089,53410956
THA,1989,6735,54324012
THA,1990,7385,55228408
THA,1991,7849.7446,56099872
THA,1992,8409.0205,56939020
THA,1993,8964.292,57776080
THA,1994,9499.518,58610012
THA,1995,10080.208,59424836
THA,1996,10458.358,60211100
THA,1997,9995.618,60989104
THA,1998,9077.748,61745216
THA,1999,9347.061,62442652
THA,2000,9627.1045,63066604
THA,2001,9818.721,63649892
THA,2002,10276.398,64222576
THA,2003,10868.836,64776960
THA,2004,11408.326,65311164
THA,2005,11742.128,65821360
THA,2006,12180.711,66319528
THA,2007,12694.715,66826752
THA,2008,12768.129,67328240
THA,2009,12543.398,67813656
THA,2010,13343.547,68270488
THA,2011,13318,68712848
THA,2012,14227,69157024
THA,2013,14562,69578600
THA,2014,14642,69960944
THA,2015,15020,70294408
THA,2016,15454,70607032
THA,2017,16032.216,70898208
THA,2018,16648.623,71127808
THA,2019,,71307768
THA,2020,,71475664
THA,2021,,71601104
TGO,1950,870,1398532
TGO,1951,885,1421236
TGO,1952,899,1444762
TGO,1953,913,1468985
TGO,1954,928,1493743
TGO,1955,940,1518835
TGO,1956,955,1544394
TGO,1957,969,1570542
TGO,1958,982,1597143
TGO,1959,995,1624132
TGO,1960,1058,1651372
TGO,1961,1103,1678796
TGO,1962,1117,1706845
TGO,1963,1143,1736703
TGO,1964,1275,1772655
TGO,1965,1412,1820401
TGO,1966,1503,1882464
TGO,1967,1546,1957169
TGO,1968,1581,2038772
TGO,1969,1707,2120491
TGO,1970,1631,2197384
TGO,1971,1699,2267214
TGO,1972,1709,2330709
TGO,1973,1591,2390915
TGO,1974,1612,2450343
TGO,1975,1556,2509720
TGO,1976,1505,2569673
TGO,1977,1543,2630637
TGO,1978,1650,2693399
TGO,1979,1698,2761249
TGO,1980,1572,2838115
TGO,1981,1423,2925873
TGO,1982,1323,3023347
TGO,1983,1211,3126633
TGO,1984,1239,3232246
TGO,1985,1240,3336512
TGO,1986,1237,3439376
TGO,1987,1165,3544933
TGO,1988,1239,3653426
TGO,1989,1246,3763661
TGO,1990,1275,3875958
TGO,1991,1249.1678,3990223
TGO,1992,1181.8713,4106228
TGO,1993,1003.1649,4078396
TGO,1994,1145.7776,4092613
TGO,1995,1170.5977,4279573
TGO,1996,1215.74,4445892
TGO,1997,1226.327,4592557
TGO,1998,1174.8527,4728298
TGO,1999,1183.013,4867949
TGO,2000,1150.3658,5008043
TGO,2001,1115.5503,5145430
TGO,2002,1081.7445,5281548
TGO,2003,1114.4637,5421000
TGO,2004,1121.8058,5565213
TGO,2005,1119.8043,5711605
TGO,2006,1144.8813,5874244
TGO,2007,1145.9207,6047539
TGO,2008,1150.3579,6222491
TGO,2009,1165.8888,6398626
TGO,2010,1191.1449,6571862
TGO,2011,1227,6748675
TGO,2012,1263,6926634
TGO,2013,1292,7106238
TGO,2014,1334,7288381
TGO,2015,1370,7473232
TGO,2016,1400,7661361
TGO,2017,1417.8241,7852799
TGO,2018,1451.3608,8046680
TGO,2019,,8243093
TGO,2020,,8442583
TGO,2021,,8644829
TKL,1950,,1618
TKL,1951,,1598
TKL,1952,,1610
TKL,1953,,1628
TKL,1954,,1635
TKL,1955,,1652
TKL,1956,,1669
TKL,1957,,1694
TKL,1958,,1731
TKL,1959,,1768
TKL,1960,,1814
TKL,1961,,1870
TKL,1962,,1894
TKL,1963,,1897
TKL,1964,,1908
TKL,1965,,1917
TKL,1966,,1920
TKL,1967,,1890
TKL,1968,,1834
TKL,1969,,1788
TKL,1970,,1733
TKL,1971,,1680
TKL,1972,,1650
TKL,1973,,1644
TKL,1974,,1649
TKL,1975,,1644
TKL,1976,,1649
TKL,1977,,1658
TKL,1978,,1667
TKL,1979,,1669
TKL,1980,,1666
TKL,1981,,1660
TKL,1982,,1662
TKL,1983,,1683
TKL,1984,,1718
TKL,1985,,1756
TKL,1986,,1777
TKL,1987,,1771
TKL,1988,,1738
TKL,1989,,1713
TKL,1990,,1692
TKL,1991,,1679
TKL,1992,,1673
TKL,1993,,1670
TKL,1994,,1659
TKL,1995,,1656
TKL,1996,,1651
TKL,1997,,1651
TKL,1998,,1658
TKL,1999,,1671
TKL,2000,,1689
TKL,2001,,1703
TKL,2002,,1676
TKL,2003,,1608
TKL,2004,,1535
TKL,2005,,1452
TKL,2006,,1389
TKL,2007,,1363
TKL,2008,,1368
TKL,2009,,1376
TKL,2010,,1389
TKL,2011,,1406
TKL,2012,,1462
TKL,2013,,1522
TKL,2014,,1517
TKL,2015,,1480
TKL,2016,,1447
TKL,2017,,1512
TKL,2018,,1645
TKL,2019,,1775
TKL,2020,,1845
TKL,2021,,1869
TON,1950,,49849
TON,1951,,51312
TON,1952,,52855
TON,1953,,54492
TON,1954,,56212
TON,1955,,58043
TON,1956,,59960
TON,1957,,61836
TON,1958,,63641
TON,1959,,65517
TON,1960,,67447
TON,1961,,69405
TON,1962,,71405
TON,1963,,73460
TON,1964,,75562
TON,1965,,77702
TON,1966,,79815
TON,1967,,81746
TON,1968,,83444
TON,1969,,85011
TON,1970,,86493
TON,1971,,87923
TON,1972,,89292
TON,1973,,90627
TON,1974,,92024
TON,1975,,93490
TON,1976,,94938
TON,1977,,95868
TON,1978,,96243
TON,1979,,96524
TON,1980,,96725
TON,1981,,96861
TON,1982,,96951
TON,1983,,96996
TON,1984,,97041
TON,1985,,97074
TON,1986,,97099
TON,1987,,97408
TON,1988,,97955
TON,1989,,98397
TON,1990,,98744
TON,1991,,99031
TON,1992,,99276
TON,1993,,99507
TON,1994,,99752
TON,1995,,99995
TON,1996,,100209
TON,1997,,100670
TON,1998,,101360
TON,1999,,101995
TON,2000,,102620
TON,2001,,103224
TON,2002,,103822
TON,2003,,104426
TON,2004,,105054
TON,2005,,105644
TON,2006,,106202
TON,2007,,106651
TON,2008,,106945
TON,2009,,107159
TON,2010,,107401
TON,2011,,107625
TON,2012,,107517
TON,2013,,107105
TON,2014,,106639
TON,2015,,106140
TON,2016,,105721
TON,2017,,105430
TON,2018,,105167
TON,2019,,104965
TON,2020,,105265
TON,2021,,106034
TTO,1950,5856,648619
TTO,1951,6207,665289
TTO,1952,6282,682811
TTO,1953,6303,701369
TTO,1954,6239,721450
TTO,1955,6880,742582
TTO,1956,8064,763638
TTO,1957,8518,784575
TTO,1958,8941,805959
TTO,1959,9154,827142
TTO,1960,9964,847067
TTO,1961,10155,865031
TTO,1962,10383,881519
TTO,1963,10708,897667
TTO,1964,10841,913402
TTO,1965,11206,928470
TTO,1966,11531,942602
TTO,1967,11679,955688
TTO,1968,12248,967711
TTO,1969,12588,978647
TTO,1970,13141,988902
TTO,1971,13185,1000135
TTO,1972,13753,1013043
TTO,1973,13844,1026564
TTO,1974,14430,1040297
TTO,1975,14534,1054023
TTO,1976,15696,1067703
TTO,1977,16412,1081696
TTO,1978,18042,1096570
TTO,1979,18568,1112315
TTO,1980,19734,1127853
TTO,1981,20298,1142703
TTO,1982,18771,1157141
TTO,1983,16982,1171278
TTO,1984,17680,1184752
TTO,1985,16671,1199791
TTO,1986,15871,1216376
TTO,1987,14929,1231446
TTO,1988,14198,1244637
TTO,1989,13970,1256212
TTO,1990,14112,1266525
TTO,1991,14060.736,1276232
TTO,1992,14195.952,1285506
TTO,1993,13745.797,1293979
TTO,1994,13350.896,1301401
TTO,1995,14187.659,1307831
TTO,1996,15004.265,1313442
TTO,1997,15931.672,1318179
TTO,1998,17013.754,1322582
TTO,1999,18159.916,1327067
TTO,2000,19179.918,1332203
TTO,2001,19736.68,1338576
TTO,2002,21052.45,1345970
TTO,2003,23814.066,1353552
TTO,2004,25403.27,1361180
TTO,2005,26651.832,1369078
TTO,2006,29792.424,1376932
TTO,2007,30806.174,1384861
TTO,2008,31434.305,1392808
TTO,2009,29657.463,1401197
TTO,2010,30235.994,1410297
TTO,2011,29745,1420021
TTO,2012,30157,1430379
TTO,2013,30987,1440731
TTO,2014,30842,1450663
TTO,2015,30702,1460180
TTO,2016,29178,1469334
TTO,2017,28556.541,1478616
TTO,2018,28549.408,1504707
TTO,2019,,1519960
TTO,2020,,1518142
TTO,2021,,1525671
TUN,1950,1777,3606294
TUN,1951,1763,3673788
TUN,1952,1945,3744377
TUN,1953,1983,3818152
TUN,1954,1991,3894785
TUN,1955,1855,3975549
TUN,1956,1949,4046368
TUN,1957,1847,4091661
TUN,1958,2058,4123891
TUN,1959,1940,4157898
TUN,1960,2141,4195466
TUN,1961,2289,4236395
TUN,1962,2198,4281749
TUN,1963,2480,4332930
TUN,1964,2533,4389421
TUN,1965,2635,4457284
TUN,1966,2636,4548976
TUN,1967,2558,4661276
TUN,1968,2766,4785014
TUN,1969,2805,4915168
TUN,1970,2912,5047403
TUN,1971,3159,5182042
TUN,1972,3645,5320160
TUN,1973,3540,5463656
TUN,1974,3735,5613122
TUN,1975,3899,5769080
TUN,1976,4095,5930005
TUN,1977,4132,6092776
TUN,1978,4304,6254888
TUN,1979,4481,6416195
TUN,1980,4693,6578159
TUN,1981,4830,6744052
TUN,1982,4713,6914964
TUN,1983,4844,7091271
TUN,1984,4890,7279157
TUN,1985,5039,7476095
TUN,1986,4841,7675506
TUN,1987,5043,7874308
TUN,1988,4940,8068792
TUN,1989,5023,8256402
TUN,1990,5316,8440035
TUN,1991,5446.228,8622857
TUN,1992,5789.955,8802535
TUN,1993,5843.0684,8977175
TUN,1994,5968.8447,9143139
TUN,1995,6048.7476,9294106
TUN,1996,6388.394,9430552
TUN,1997,6680.1035,9557957
TUN,1998,6944.661,9677147
TUN,1999,7297.4746,9788065
TUN,2000,7548.438,9893326
TUN,2001,7848.0947,9995115
TUN,2002,7916.6797,10094564
TUN,2003,8281.715,10193798
TUN,2004,8705.084,10292230
TUN,2005,8983.384,10388349
TUN,2006,9420.023,10483560
TUN,2007,9932.938,10580399
TUN,2008,10294.922,10680381
TUN,2009,10533.218,10784499
TUN,2010,10721.812,10895063
TUN,2011,10437,11032529
TUN,2012,10739,11174384
TUN,2013,10898,11300284
TUN,2014,11040,11428953
TUN,2015,11060,11557779
TUN,2016,11073,11685666
TUN,2017,11168.261,11811441
TUN,2018,11353.887,11933040
TUN,2019,,12049319
TUN,2020,,12161720
TUN,2021,,12262949
TUR,1950,2079,20977698
TUR,1951,2299,21519608
TUR,1952,2522,22094504
TUR,1953,2745,22690584
TUR,1954,2609,23267966
TUR,1955,2754,23821346
TUR,1956,2777,24473658
TUR,1957,2920,25238754
TUR,1958,2973,26007696
TUR,1959,3030,26768164
TUR,1960,3041,27510982
TUR,1961,3022,28255008
TUR,1962,3142,29033646
TUR,1963,3374,29827882
TUR,1964,3453,30612824
TUR,1965,3481,31374540
TUR,1966,3824,32172782
TUR,1967,3929,33026492
TUR,1968,4122,33884076
TUR,1969,4267,34721988
TUR,1970,4398,35540988
TUR,1971,4715,36359956
TUR,1972,4929,37188036
TUR,1973,5050,38028236
TUR,1974,5353,38863424
TUR,1975,5719,39673588
TUR,1976,6110,40500996
TUR,1977,6271,41385656
TUR,1978,6350,42292208
TUR,1979,6204,43187472
TUR,1980,6070,44089068
TUR,1981,6201,44981876
TUR,1982,6381,45949992
TUR,1983,6489,47026424
TUR,1984,6736,48106772
TUR,1985,6958,49175680
TUR,1986,7323,50223888
TUR,1987,7838,51250156
TUR,1988,8019,52275892
TUR,1989,7992,53305236
TUR,1990,8606,54324140
TUR,1991,8658.378,55321172
TUR,1992,9150.435,56302040
TUR,1993,9865.301,57296008
TUR,1994,9308.695,58310244
TUR,1995,9962.536,59305492
TUR,1996,10644.634,60293784
TUR,1997,11432.437,61277420
TUR,1998,11772.83,62242200
TUR,1999,11151.674,63185620
TUR,2000,11904.008,64113548
TUR,2001,10950.992,65072016
TUR,2002,11753.953,65988664
TUR,2003,12380.207,66867324
TUR,2004,13423.795,67785080
TUR,2005,14487.758,68704712
TUR,2006,15425.188,69601328
TUR,2007,16090.835,70468864
TUR,2008,16182.732,71320728
TUR,2009,15188.42,72225648
TUR,2010,16528.12,73195352
TUR,2011,17919,74173856
TUR,2012,18170,75277440
TUR,2013,18788,76576120
TUR,2014,19277,78112064
TUR,2015,19836,79646176
TUR,2016,17906,81019400
TUR,2017,18995.824,82089824
TUR,2018,19270.22,82809304
TUR,2019,,83481688
TUR,2020,,84135432
TUR,2021,,84775408
TKM,1950,,1214109
TKM,1951,,1237250
TKM,1952,,1263432
TKM,1953,,1293177
TKM,1954,,1326522
TKM,1955,,1363509
TKM,1956,,1404221
TKM,1957,,1448677
TKM,1958,,1496709
TKM,1959,,1547947
TKM,1960,,1602052
TKM,1961,,1658580
TKM,1962,,1716868
TKM,1963,,1776392
TKM,1964,,1836628
TKM,1965,,1897096
TKM,1966,,1957561
TKM,1967,,2018029
TKM,1968,,2078588
TKM,1969,,2139568
TKM,1970,,2201432
TKM,1971,,2264440
TKM,1972,,2328376
TKM,1973,7693,2393333
TKM,1974,,2459332
TKM,1975,,2525761
TKM,1976,,2592282
TKM,1977,,2659022
TKM,1978,,2726330
TKM,1979,,2794399
TKM,1980,6763,2862908
TKM,1981,6666,2932936
TKM,1982,6575,3005975
TKM,1983,6535,3082203
TKM,1984,6314,3162167
TKM,1985,6186,3246888
TKM,1986,6204,3336772
TKM,1987,6194,3430503
TKM,1988,6601,3525116
TKM,1989,5915,3621309
TKM,1990,5796,3720287
TKM,1991,5457.757,3821784
TKM,1992,4587.7637,3926374
TKM,1993,4604.3843,4031701
TKM,1994,3769.6248,4133044
TKM,1995,3473.6802,4226625
TKM,1996,3226.9849,4301092
TKM,1997,2856.1487,4363678
TKM,1998,3037.7043,4431523
TKM,1999,3527.1604,4501087
TKM,2000,4173.195,4569135
TKM,2001,5014.0625,4635100
TKM,2002,5795.641,4698972
TKM,2003,6784.561,4758992
TKM,2004,7781.7437,4819793
TKM,2005,8791.676,4885780
TKM,2006,9752.355,4954032
TKM,2007,10829.376,5024897
TKM,2008,12426.719,5100089
TKM,2009,13188.448,5180961
TKM,2010,14397.149,5267975
TKM,2011,16518,5360813
TKM,2012,18135,5458688
TKM,2013,19751,5560099
TKM,2014,21546,5663159
TKM,2015,22675,5766427
TKM,2016,23813,5868568
TKM,2017,25069.617,5968388
TKM,2018,26318.365,6065072
TKM,2019,,6158424
TKM,2020,,6250442
TKM,2021,,6341850
TCA,1950,,5057
TCA,1951,,5072
TCA,1952,,5036
TCA,1953,,5015
TCA,1954,,5050
TCA,1955,,5145
TCA,1956,,5268
TCA,1957,,5369
TCA,1958,,5459
TCA,1959,,5557
TCA,1960,,5626
TCA,1961,,5649
TCA,1962,,5658
TCA,1963,,5656
TCA,1964,,5666
TCA,1965,,5674
TCA,1966,,5672
TCA,1967,,5687
TCA,1968,,5689
TCA,1969,,5684
TCA,1970,,5690
TCA,1971,,5768
TCA,1972,,5921
TCA,1973,,6091
TCA,1974,,6270
TCA,1975,,6476
TCA,1976,,6688
TCA,1977,,6907
TCA,1978,,7133
TCA,1979,,7350
TCA,1980,,7620
TCA,1981,,7980
TCA,1982,,8377
TCA,1983,,8782
TCA,1984,,9187
TCA,1985,,9599
TCA,1986,,10009
TCA,1987,,10423
TCA,1988,,10836
TCA,1989,,11249
TCA,1990,,11723
TCA,1991,,12354
TCA,1992,,13036
TCA,1993,,13726
TCA,1994,,14425
TCA,1995,,15123
TCA,1996,,15830
TCA,1997,,16541
TCA,1998,,17266
TCA,1999,,18008
TCA,2000,,18769
TCA,2001,,19600
TCA,2002,,20620
TCA,2003,,21764
TCA,2004,,22898
TCA,2005,,24019
TCA,2006,,25152
TCA,2007,,26292
TCA,2008,,27450
TCA,2009,,28601
TCA,2010,,29751
TCA,2011,,30840
TCA,2012,,32105
TCA,2013,,33620
TCA,2014,,35014
TCA,2015,,36556
TCA,2016,,38267
TCA,2017,,39865
TCA,2018,,41516
TCA,2019,,43104
TCA,2020,,44297
TCA,2021,,45141
TUV,1950,,4756
TUV,1951,,4878
TUV,1952,,4988
TUV,1953,,5082
TUV,1954,,5156
TUV,1955,,5217
TUV,1956,,5267
TUV,1957,,5311
TUV,1958,,5350
TUV,1959,,5385
TUV,1960,,5426
TUV,1961,,5460
TUV,1962,,5494
TUV,1963,,5529
TUV,1964,,5548
TUV,1965,,5571
TUV,1966,,5616
TUV,1967,,5677
TUV,1968,,5751
TUV,1969,,5801
TUV,1970,,5837
TUV,1971,,5875
TUV,1972,,5917
TUV,1973,,5953
TUV,1974,,6124
TUV,1975,,6404
TUV,1976,,6698
TUV,1977,,7007
TUV,1978,,7318
TUV,1979,,7575
TUV,1980,,7755
TUV,1981,,7894
TUV,1982,,8014
TUV,1983,,8123
TUV,1984,,8218
TUV,1985,,8355
TUV,1986,,8522
TUV,1987,,8683
TUV,1988,,8862
TUV,1989,,9039
TUV,1990,,9201
TUV,1991,,9378
TUV,1992,,9489
TUV,1993,,9543
TUV,1994,,9582
TUV,1995,,9607
TUV,1996,,9631
TUV,1997,,9654
TUV,1998,,9656
TUV,1999,,9661
TUV,2000,,9662
TUV,2001,,9640
TUV,2002,,9630
TUV,2003,,9693
TUV,2004,,9814
TUV,2005,,9933
TUV,2006,,10054
TUV,2007,,10168
TUV,2008,,10294
TUV,2009,,10427
TUV,2010,,10570
TUV,2011,,10719
TUV,2012,,10876
TUV,2013,,10942
TUV,2014,,10922
TUV,2015,,10896
TUV,2016,,10876
TUV,2017,,10850
TUV,2018,,10883
TUV,2019,,10983
TUV,2020,,11090
TUV,2021,,11229
UGA,1950,1095,5750643
UGA,1951,1023,5909826
UGA,1952,1058,6073827
UGA,1953,1076,6243886
UGA,1954,1033,6419889
UGA,1955,1071,6601783
UGA,1956,1100,6790149
UGA,1957,1116,6985798
UGA,1958,1092,7189283
UGA,1959,1116,7401289
UGA,1960,1137,7617751
UGA,1961,1093,7838441
UGA,1962,1106,8068828
UGA,1963,1197,8311016
UGA,1964,1251,8564759
UGA,1965,1242,8829059
UGA,1966,1280,9104744
UGA,1967,1310,9393432
UGA,1968,1304,9696375
UGA,1969,1404,10006532
UGA,1970,1382,10317218
UGA,1971,1385,10616344
UGA,1972,1364,10885572
UGA,1973,1331,11146108
UGA,1974,1302,11428675
UGA,1975,1243,11730966
UGA,1976,1219,12045233
UGA,1977,1207,12369257
UGA,1978,1111,12702007
UGA,1979,966,13011519
UGA,1980,912,13284030
UGA,1981,923,13563562
UGA,1982,972,13880059
UGA,1983,1014,14228930
UGA,1984,897,14617950
UGA,1985,886,15038924
UGA,1986,858,15486815
UGA,1987,877,15974224
UGA,1988,902,16489326
UGA,1989,929,17028548
UGA,1990,932,17586634
UGA,1991,915.4053,18171944
UGA,1992,934.8263,18801968
UGA,1993,959.1881,19462960
UGA,1994,994.5334,20125026
UGA,1995,1054.7139,20680834
UGA,1996,1091.5275,21249570
UGA,1997,1107.5009,21876938
UGA,1998,1137.6382,22537658
UGA,1999,1185.4313,23279246
UGA,2000,1191.9539,24020710
UGA,2001,1255.8844,24763328
UGA,2002,1301.0588,25545098
UGA,2003,1335.0305,26354740
UGA,2004,1364.6852,27146082
UGA,2005,1451.0973,27946586
UGA,2006,1501.3855,28773230
UGA,2007,1569.8298,29629804
UGA,2008,1679.3995,30509868
UGA,2009,1757.3862,31412526
UGA,2010,1831.2906,32341724
UGA,2011,1890,33295738
UGA,2012,1877,34273296
UGA,2013,1889,35273568
UGA,2014,1923,36336544
UGA,2015,1954,37477356
UGA,2016,1980,38748308
UGA,2017,1991.8951,40127096
UGA,2018,2045.4203,41515400
UGA,2019,,42949076
UGA,2020,,44404608
UGA,2021,,45853780
UKR,1950,,37303000
UKR,1951,,37783280
UKR,1952,,38271728
UKR,1953,,38768516
UKR,1954,,39287992
UKR,1955,,39836516
UKR,1956,,40398812
UKR,1957,,40977532
UKR,1958,,41559368
UKR,1959,,42154896
UKR,1960,,42767252
UKR,1961,,43365224
UKR,1962,,43924756
UKR,1963,,44445912
UKR,1964,,44941408
UKR,1965,,45387092
UKR,1966,,45809132
UKR,1967,,46235376
UKR,1968,,46635196
UKR,1969,,46990888
UKR,1970,,47279088
UKR,1971,,47597756
UKR,1972,,47974192
UKR,1973,7849,48301548
UKR,1974,,48602696
UKR,1975,,48892180
UKR,1976,,49144536
UKR,1977,,49357432
UKR,1978,,49536616
UKR,1979,,49739736
UKR,1980,8467,49973920
UKR,1981,8695,50188920
UKR,1982,8934,50373636
UKR,1983,9288,50563952
UKR,1984,9476,50758848
UKR,1985,9387,50917392
UKR,1986,9408,51076744
UKR,1987,9648,51236432
UKR,1988,9704,51372376
UKR,1989,10082,51494548
UKR,1990,9607,51589816
UKR,1991,8899.097,51672816
UKR,1992,8130.277,51785152
UKR,1993,7090.2573,51778420
UKR,1994,5585.413,51487376
UKR,1995,5024.1816,51061268
UKR,1996,4636.6265,50616104
UKR,1997,4612.4043,50169352
UKR,1998,4640.199,49745868
UKR,1999,4751.3164,49320116
UKR,2000,5165.808,48879752
UKR,2001,5793.6597,48414536
